seller,name,public_host,search_types_hit,queries_hit,products,personalized,ucp_tools,webmcp_loader,price_min,price_max,option_names,samples
crave-cupcakes-and-cake.myshopify.com,Crave Cupcakes,www.cravecupcakes.ca,personalization; dietary; bulk,cookies_custom; cookies_vegan; cookies_gf; cookies_bulk,8,2,13,true,400,2100,Size (2); Allergy options (1),Build Your Own Half Dozen Cookie Assortment | Vegan Confetti Cookie | Vegan Chocolate Chip Cookie
the-sugar-cube.myshopify.com,The Sugar Cube,www.sugarcubeyyc.com,category; personalization; bulk,favors; favors_personalized; favors_bulk,5,5,13,true,7000,22000,Quantity (5); Allergen (4); Size (4); Colour theme (1),Custom Candy Bags | Custom Candy Bags | Custom Stickered Surprise Bags
yorkvilles.myshopify.com,YORKVILLE's,yorkvilles.ca,category; dietary; sentence,dessert_box; chocolate_nutfree; sentence_dessert,5,0,13,true,3899,7199,,Chocolate Dipped Strawberry Box | A Canadian Dessert Box | The Exotic Chocolate Box
bargainballoons.myshopify.com,Bargain Balloons USA,bargainballoons.com,bulk; price; sentence,favors_bulk; favors_under_25; sentence_kids,5,1,13,true,5,1069,Color (1); Size (1),"12"" Kalisan Brand Latex Balloons Aura Ivory White (50 Per Bag) | 12"" Standard White Decomex Latex Balloons (100 Per Bag) | 18"" Classic Letter Balloon Letter ""R"" Pink/White"
thegourmetgift.myshopify.com,The Gourmet Gifts,thegourmetgifts.ca,dietary; occasion; sentence,cookies_vegan; corporate; sentence_dessert,4,1,13,true,5999,18499,,Vegan Gift Basket | Prestige Corporate Basket | The Corporate Delight Hamper
readymadeplaycanada.myshopify.com,Readymade Play Canada ,readymadeplaycanada.com,category; personalization; bulk,favors; favors_personalized; favors_bulk,3,0,404,true,550,550,,Party Favours! | Party Favours! | Party Favours!
geniusgems.myshopify.com,Genius Gems,geniusgems.com,category; occasion; sentence,favors; kids; sentence_kids,3,0,13,true,2117,2117,Option (3),Goody Bags | Goody Bags | Goody Bags
partyexpert-fr.myshopify.com,Party Expert USA,www.party-expert.com,category; personalization; occasion,favors; favors_personalized; kids,3,3,13,true,397,397,,"Pokémon Birthday Favour Bags, 8 count | Pokémon Birthday Favour Bags, 8 count | Pokémon Birthday Favour Bags, 8 count"
kscrqm-1w.myshopify.com,Cookista,cookista.ca,category; personalization; dietary,cookies; cookies_custom; cookies_vegan,3,3,13,true,125,125,Packaging (3),Cookie Favors | Cookie Favors | Cookie Favors
levainbakery.myshopify.com,Levain Bakery,levainbakery.com,category; personalization; bulk,cookies; cookies_custom; cookies_bulk,3,3,13,true,5200,5200,Size (3),Build Your Own Cookie Box | Build Your Own Cookie Box | Build Your Own Cookie Box
bestsurprisegifts-com.myshopify.com,GiftAFeeling,www.giftafeeling.com,category; personalization; occasion,totes; coasters_engraved; corporate,3,1,13,true,220,2893,Quantity (3); Colors (2); Color (1),Laminated Fashion Tote | Custom Name Engraved Slate Coasters | Meeting Mastery + Merch Box 3-Piece Gift Set
7bc33e-e9.myshopify.com,Ibiza One Stop,ibizaonestop.com,category; personalization,coasters; totes; totes_monogram,14,10,13,true,2464,282324,,Nautical Sailor Knot Coaster (Set of 4) - Red Handmade in Maine from Recycled Sails | Love Notes Medium Tote Handmade in Maine from Recycled Sails | Custom Family Gift Tote - Navy Handmade in Maine from Recycled Sails
paper-parties-boutique.myshopify.com,Pretty Day,www.prettyday.com,category; occasion,favors; kids,13,0,13,true,2034,4509,,Multi Surprise Balls | Toybox Icon Party Bags 8pk. | Charm Party Bags 8pk.
xrbthg-vv.myshopify.com,Present Agent,store.presentagent.vip,category; dietary,dessert_box; totes; chocolate_nutfree,11,0,13,true,4110,31000,,Taste of Di Bruno Cheese & Charcuterie Gourmet Gift Box | Montana Tote | Magnolia Kelly Green Retro Tote
igift.myshopify.com,HAZELTON's,www.hazeltons.ca,category; dietary,dessert_box; chocolate_nutfree,8,0,13,true,3899,10199,,The Soft Luxe Sweets Box | Sweet Birthday Blush Gift Box | Shared Sweetness Strawberries & Macarons Gift Box
partywarehousecanada.myshopify.com,Party Warehouse,partywarehousecanada.myshopify.com,occasion; bulk,kids; favors_bulk,6,0,13,true,169,1099,,Cocomelon Paper Craft Bags-8Pcs | Bluey Blowouts-8ct | Hot Wheels Blowouts-8PCS
confettimyparty-5294.myshopify.com,CONFETTIMYPARTY,www.confettimyparty.com,category; occasion,favors; kids,5,0,13,true,2550,3000,,PRINCESS PARTY BAGS BY MERI MERI | ROCKET PARTY BAGS BY MERI MERI | GINGHAM FRINGE PARTY BAGS BY MERI MERI
blooms-vancouver.myshopify.com,Vancouver Blooms,vancouverblooms.ca,category; sentence,dessert_box; sentence_dessert,5,2,13,true,5999,13999,,Cakecicle Dessert Gift Box | Gourmet Craft Beer & Dessert Gift Box | Complete Macaron & Flower Gift Box
bunners-bakeshop.myshopify.com,Bunner's Bakeshop,bunners.ca,personalization; dietary,cookies_custom; cookies_vegan,5,1,13,true,400,7200,,1 Dozen Custom Sugar Cookies | Cookies and Creamio | Chocolate Chip Creamie
bhfood.myshopify.com,BH Food Group,bhfoodgroup.com,dietary; bulk,cookies_vegan; cookies_bulk,5,0,13,true,2900,4000,,305 Cookie-RTB-06 Matcha Choco Duo (Vegan) (12pc) | 302 Cookie-RTB-03 Dark Chocolate Hazelnut Bliss (12pc) | 300 Cookie-RTB-01 Chocolate Walnut Drop (12pc)
lemon-and-lavender-toronto.myshopify.com,Lemon And Lavender Toronto,shop.lemonlavender.com,category; occasion,favors; kids,4,0,13,true,2999,4999,,Surprise Cake Slices | Meri Meri | Stripe Party Bags (Set of 8)-Meri Meri | Stripe Party Bags (Set of 8)-Meri Meri
buchans-kerrisdale-stationery-3461.myshopify.com,Buchan's Kerrisdale Stationery,www.buchanst.com,category; occasion,favors; kids,4,0,13,true,2599,3199,,MERI MERI - Multicolor Star Confetti Cracker | MERI MERI - Animal Parade Party Bags - Pack of 8 | MERI MERI - Animal Parade Party Bags - Pack of 8
foodiepages.myshopify.com,Foodiepages,www.foodiepages.ca,category; dietary,dessert_box; cookies_vegan,4,0,13,true,4000,8100,,Smile Gift Box (Reachdesk Canada) | SMILE Gift Box (Reachdesk USA) | Coffee & Fresh-Baked Cookies
heavenpartyflowers.myshopify.com,Heavenpartyflowers,heavenpartyflowers.com,category; occasion,candles; wedding,4,1,13,true,8800,18100,Quantity (4); Fragrance oil (3); Tea option (1),Soy Candle Favors | Flower Candle favors | Soy Candle Favors
memories-made-custom.myshopify.com,Memories Made Custom,memoriesmade.ca,category; personalization,coasters; coasters_engraved,4,4,13,true,800,1000,,"Custom Engraved Cork Coasters | Personalized, Designed & Engraved in Canada | Custom Engraved Cork Coasters | Personalized, Designed & Engraved in Canada | Personalized Engraved Wood Coasters | Custom Square or Round Wooden Coaster"
lobo-worldwide-inc.myshopify.com,Lobo Worldwide Inc.,www.loboworldwide.com,dietary; sentence,cookies_gf; sentence_dessert,4,0,13,true,3684,6702,,"(3 pack) OREO Gluten Free Chocolate Sandwich Cookies, Gluten Free Cookies, 12.08 oz | OREO Double Stuf Gluten Free Chocolate Sandwich Cookies, Gluten Free Cookies, 12.47 oz Packs | OREO Gluten Free Mint Creme Chocolate Sandwich Cookies, Gluten Free Cookies, 12.47 oz"
yvrcookie.myshopify.com,YVR Cookie,yvrcookie.com,dietary; bulk,cookies_gf; cookies_bulk,4,0,13,true,874,899,Size (3),GF Chocolate Chunk | Assorted Cookie | Double Chocolate Chunk
mybaskets.myshopify.com,MY BASKETS,www.mybaskets.ca,dietary; occasion,chocolate_nutfree; corporate,4,0,13,false,3900,28000,,Assorted Chocolate Box | Corporate Gift With Wine | Corporate Gift with 2 Wine
thecrossdesign.myshopify.com,The Cross Living,www.thecrossliving.com,category; occasion,favors; kids,3,0,13,true,3000,3000,,Mermaid Party Bags | Mermaid Party Bags | Dinosaur Kingdom Party Bags
1gmzrj-af.myshopify.com,Dazzling Party and Balloons,dazzlingballoons.ca,category; bulk,favors; favors_bulk,3,0,13,true,2195,2495,,Hello Kitty & Friends Favor Pack 48 Pack | Pokemon Mega Pack Value Mix Party Favors 48/PCS | Hello Kitty & Friends Favor Pack 48 Pack
bluesheepbakeshop.myshopify.com,Blue Sheep Bake Shop,bluesheepbakeshop.com,category; personalization,cookies; dessert_box; cookies_custom,3,1,13,true,395,6495,,"2 Count Cookie Favors | Chocolate Luxe Birthday Bento Gift Box | Cake, Cupcakes & Macarons | Printed Cookies  - $5.95"
yw0hmd-fb.myshopify.com,The Qutie Trinx Company,thequtietrinxcompany.ca,category; occasion,candles; corporate,3,3,13,true,850,950,Theme (1); Type (1); Vinyl (1),4oz - Personalized Candle Favours - 'Thank You' Coconut Candles - 15 pcs | 4oz - Personalized Baby Shower Candle Favours | Personalized Mini Succulent Favors - Corporate & Event Gifts
whiteroomfavors.myshopify.com,Whiteroomfavors,whiteroomfavors.myshopify.com,category; occasion,candles; wedding,3,3,13,true,3105,5928,,"10 pcs Favors for Guests, Wedding Favors, Rustic Wedding, Custom Favors, Sunflower Favors, Rustic Favors, Sunflower Party Favors | 10 pcs Mauve Rose Favors, Wedding Favors for Guests, Wedding Favors, Rustic Wedding, Custom Favors, Rustic Favors, Burlap Favor Bags | 5 pcs Wedding favors, Peacock favors, Wedding favors for guests, Baptism, Favours, Engagement favors, Party favors, Party Supplies"
confetti-sweets-yeg.myshopify.com,Confetti Sweets - Sherwood Park,confettisweets.ca,personalization; bulk,cookies_custom; cookies_bulk,3,3,13,true,2500,5400,Number of cookies (1),Printed Cookie Box Set | Custom Printed Cookies | Custom Printed Cookies
sugar-dream-cookies-f5fb.myshopify.com,Sugar Dream Cookies & Supplies,sugardreamcookies.ca,personalization; bulk,cookies_custom; cookies_bulk,3,3,13,true,350,475,Cookie flavours (2); Icing flavour (2); Cookie flavour (1),Large Custom Cookies | Small Logo and Specialty Printed Cookies | Large Custom Cookies
wellboxuk.myshopify.com,WellBox,wellboxes.co.uk,dietary; sentence,cookies_gf; chocolate_nutfree; sentence_dessert,3,0,13,true,1495,6995,Dietary options (1),Dough! Letterbox Cookies | Vegan and Gluten Free Chocolate Gift | Home
anne-of-green-gables-chocolates.myshopify.com,ANNE of Green Gables Chocolates,annechocolates.com,dietary; sentence,chocolate_nutfree; sentence_dessert,3,0,13,true,3998,4998,,Handmade Heaven Gift Box | Localicious Gift Box | Handmade Heaven Gift Box
the-little-charm-box.myshopify.com,J&F Gift Inc,jfgiftinc.com,occasion; sentence,corporate; sentence_dessert,3,1,13,true,2490,7600,,Gratitude Mini (Green) | Simple Thanks | Home & Heart
dollar-max-depot.myshopify.com,Dollar Max Dépôt,www.dollarmaxdepot.com,bulk; sentence,favors_bulk; sentence_kids,3,0,13,true,249,329,,Wilton 25 Clear Plastic Party Bags with Ties 4x9.5in | Building Blocks 8 Paper Cups 9oz | Mermaid Honeycomb Centerpiece  Paper and Glitter 14in
vancouverbaskets.myshopify.com,Vancouver Baskets,vancouverbaskets.ca,category; sentence,dessert_box; sentence_dessert,2,0,13,true,7499,7499,,Birthday Bash Dessert Box | Birthday Bash Dessert Box
baskets-hamilton.myshopify.com,Hamilton Baskets,hamiltonbaskets.ca,category; sentence,dessert_box; sentence_dessert,2,0,13,true,7499,7499,,Birthday Bash Dessert Box | Birthday Bash Dessert Box
98ccta-f7.myshopify.com,The Brownie Blondie,98ccta-f7.myshopify.com,category; sentence,dessert_box; sentence_dessert,2,0,13,true,8000,8000,,Party Dessert Box (12 Pieces) | Party Dessert Box (12 Pieces)
iuihm1-r0.myshopify.com,Love and Flour,loveandflour.ca,category; sentence,dessert_box; sentence_dessert,2,0,13,true,195,195,,Clear Dessert Box w/handle | Clear Dessert Box w/handle
curedcatering.myshopify.com,Cured Catering,www.ordercured.com,category; sentence,dessert_box; sentence_dessert,2,0,13,true,2000,4500,Size (2),Dessert Box | Charcuterie + Dessert Combo
flour-flower.myshopify.com,Flour & Flower,www.flourandflower.ca,category; dietary,dessert_box; cookies_vegan,2,0,13,true,4500,18000,Size (1); Flavour (1),Garden Box | VEGAN Mini Imperials
kitten-and-the-bear.myshopify.com,Kitten and the Bear,www.kittenandthebear.com,category; sentence,dessert_box; sentence_dessert,2,0,13,true,3200,3200,,KATB Sweets Box | KATB Sweets Box
fairs-quare.myshopify.com,Fair/Square,fair-square.ca,category; dietary,dessert_box; chocolate_nutfree,2,1,13,true,6495,6495,Dietary preference (2),Sweets & Treats Gift Box | Chocolate Lover Gift Box
sugarlovedesigns.myshopify.com,Sugar Love Designs,sugarlovedesigns.com,category; sentence,dessert_box; sentence_dessert,2,0,13,true,350,350,,DIY Christmas Dessert Boxes | DIY Christmas Dessert Boxes
lynn-liana.myshopify.com,Lynn & Liana Designs,lynnliana.com,category; sentence,coasters; sentence_dessert,2,0,13,true,3900,21800,Color (2),Ceramic Coasters (set of 4) | Acrylic Serving Tray
simply-gifted-burlington.myshopify.com,Simply Gifted ,simplygifted.ca,category; personalization,totes; coasters_engraved,2,1,13,true,1200,3500,,Giftology - Burlington Tote bag | Crawford Custom Engraving - Taylor Swift Albums Acrylic- Evermore
precious-memories-co.myshopify.com,Precious Memories Co,preciousmemoriesco.ca,category; personalization,totes; coasters_engraved,2,2,13,true,2800,6500,Quantity in set (1),"Personalized Tote Bag, Custom Silicone Tote Bag, Custom Engraved Tote Bag, Teacher's Tote, Beach Bag, Mother's Day Gift, Custom Gift for Her | Custom State Coasters, Acrylic Coasters, Custom Engraved Coasters, Housewarming Gift, Gift for Newly Weds, Wedding, Unique Gift, Family Gift"
peacock-bakehouse.myshopify.com,Peacock Bakehouse,peacockbakehouse.com,personalization; bulk,cookies_custom; cookies_bulk,2,0,13,true,4400,4800,Flavours (1),Six of a Kind - Choose Your Own Flavour | Mega-stuffed Cookie Box - 6 Assorted Flavours
the-warehouse-liquidation.myshopify.com,The Warehouse Liquidation,thewarehouseliquidation.com,occasion; sentence,kids; sentence_kids,2,0,13,true,1999,2099,,"NEW 12 PCS Kids Dinosaur Party Favor Bags for Birthday Party Gift Package, Animal Drawstring Bag Cartoon Dinosaur Birthday Treat Bags, Dinosaur Goody Bag Gift Pouch for Kids Boys and Girls Party | Birthday Party Supplies Set for Kids, Superhero Avengers Theme Decorations Kits Include Birthday Banner, Balloons, Cupcake Toppers, Gold Flat Ribbon"
devamandacluett.myshopify.com,Black Bow Gift Co.,blackbowgiftco.ca,occasion; sentence,corporate; sentence_dessert,2,0,13,true,9000,21000,Your choice of mini dish (1),Ambition & Appreciation | Take It Easy
hubman-and-chubgirl.myshopify.com,Hubman and Chubgirl,hubmanchubgirl.store,category,stickers,41,0,13,true,608,675,,Sticker Sheet - Sweet Lavender | Sticker Sheet - Vintage Faves | Getting Cozy with a Good Book Sticker Sheet
ti9ubc-fw.myshopify.com,Kaleidopamine Studio,kaleidopaminestudio.com,category,coasters,14,0,13,true,2600,2600,Style (2),Glass Tile Coaster - Cotton Candy | Glass Tile Coaster - Green Apple | Glass Tile Coaster - Summer Dream
qqiz0a-6i.myshopify.com,Halo B Designs ,www.halobdesigns.com,personalization,favors_personalized,11,11,13,true,600,27999,Title (6); Quantity (2); Guest count (2); Brand preference (1); Candy preference (1); Package (1); Favor types (1),Custom Chip Bag Party Favors | Custom Party Favor – Deluxe Bundle (20 Guests) | Custom Party Favor – Ultimate Bundle (30 Guests)
custom-treatz-by-sharon.myshopify.com,Custom Favorz by Sharon,customfavorzbysharon.myshopify.com,personalization,favors_personalized,10,10,13,true,1000,1000,Options (8); Quantity (2); Design option (1); Skin tone (1),PAINT PARTY CHIP BAGS | PATRON TEQUILA CHIP BAGS | EMOJI CHIP BAG
momentko-depot.myshopify.com,Momentko,momentko.com,sentence,sentence_kids,9,0,13,true,199,1499,,"Minecraft Party Decoration Kit - Quick Setup - Affordable Fun For Ages 5+ | Affordable 48-Piece Paw Patrol Favor Pack - Easy Setup, Perfect For Kids' Birthdays | Affordable Toy Story Themed Plastic Cup - Perfect for Kids' Birthday and Anniversary Parties!"
lxry-fashion-rwipqr0a.myshopify.com,LXRY +,lxrywear.com,personalization,totes_monogram,7,7,13,true,208500,625700,,Gucci Leather-Trimmed Monogrammed Coated Tote Bag – Green | Louis Vuitton Empreinte Monogram Giant Broderies OnTheGo MM Tote Bag - Light Brown | Louis Vuitton Monogram Jacquard Denim OnTheGo MM Tote Bag - Black
sweetsfromtheearth.myshopify.com,Sweets from the Earth,shop.sweetsfromtheearth.com,dietary,cookies_vegan; cookies_gf,7,0,13,true,899,999,,S'mores Cookie - 75g x 6 pack | Gluten Free Oatmeal Coconut Cookie Box 300g | Gluten Free Flourless Cashew Cookie Box 300g
bazaar-novelty.myshopify.com,Bazaar & Novelty,bazaarnovelty.ca,bulk,favors_bulk,7,0,13,true,4450,21000,,***ENTERTAINER FOR 50 | **NEW YEAR RESOLUTION FOR 50 | TIARIA HAPPY NEW YEAR  - 50/BOX
palico-cards-collectibles.myshopify.com,Palico Cards & Collectibles,palicocards.ca,price,favors_under_10; favors_under_25,7,0,13,true,2,10,Title (2); Condition (1),Who's the Tough Guy? (Blue) [SUP - SUP054] | Soul Cleaver (Yellow) [DTD185] (Dusk Till Dawn) | Swindler's Grift (Yellow) [SEA170]
out-of-the-box-ca.myshopify.com,Out Of The Box CA,outoftheboxtcg.com,price,favors_under_25,7,1,13,true,10,20,Title (4),Pack's Favor [Guilds of Ravnica] | Clip Wings [Shadows over Innistrad] | Bag Check [Unfinity]
shopinkpot.myshopify.com,Inkpot,shopinkpot.myshopify.com,personalization,coasters_engraved,6,6,13,true,899,1055,,Laser Engraved Personalized Coaster - Family Name | Laser Engraved Personalized Coaster - Custom Name | Laser Engraved Personalized Coaster - Family Name
themodernshop.myshopify.com,The Modern Shop,themodernshop.com,category,coasters,5,0,13,true,10795,13090,,Maritime Coasters by Jonathan Adler | Sirena Coasters by Jonathan Adler | Hôtel De Rêve Coasters by Jonathan Adler
whisked-gluten-free-bakery.myshopify.com,Whisked Gluten-Free Bakery,whiskedglutenfree.com,dietary,cookies_vegan; cookies_gf,5,0,13,true,385,999,,Bite Size Chocolate Chip Cookies | Oatmeal Raisin Cookies | Bite Size Chocolate Chip Cookies
imirpt-dv.myshopify.com,Luxify Gifts,luxifygifts.com,occasion,corporate,5,1,13,true,9999,12499,,Welcome Kit™ Luxury Corporate Gift Box | Workspace Pro- Luxury Gift Box | Premium Corporate & Employee Gift | Corporate Welcome Kit | Custom Branded Employee Gift Tote
6k1gir-3p.myshopify.com,Palengke Wholesale,www.palengke.ca,bulk,cookies_bulk,5,0,13,true,6047,9418,,Rondeau Bigd (New) Oatmeal 10X100 Gr | Lula Cookies With Dates - Case of 12 (228G) | Oli Cookie Chocolate Chip 8X100 Gr
c58903-4.myshopify.com,Premium Sports Cards,www.premiumsportscards.ca,price,favors_under_10; favors_under_25,5,0,13,true,6,18,Condition (3); Language (2); Printing (1),Beach Court [SVI - 167/198] | Vullaby [SWSH08 - 172/264] | Simipour [SWSH08 - 069/264]
tabletop-giant.myshopify.com,Tabletop Giant,tabletopgiant.ca,price,favors_under_25,5,0,13,true,15,20,Title (4),Kelinore Bat [Magic 2010] | Enigma Eidolon [Dissension] | Erg Raiders [Fourth Edition]
bajoue.myshopify.com,Bajoue,bajoue.ca,category,totes,4,0,13,true,2999,2999,Color (1),Tote bag- Mamie d'amour | Tote bag- Maman incroyable | Tote bag- Meilleure éducatrice
z51p5y-xw.myshopify.com,Elite Embellishments,eliteembellishments.ca,personalization,coasters_engraved,4,4,13,true,1464,1464,Quantity (4); Coaster shape (4),Toronto Maple Leafs Slate Coaster | Engraved Hockey Stone Coaster | Personalized Monogram Slate Coaster | Custom Initial Gift | Toronto Blue Jays Coaster – Engraved Slate Stone | Baseball Fan Gift
3vh80y-k7.myshopify.com,Gifty,gifty.media,occasion,corporate,4,2,13,true,1999,5599,Color (3),Premium Corporate Gift Set – Custom Logo | Executive Smart Gift Set – Notebook Pen & Temperature Flask | Mini Wellness Gift Box
745d6f-06.myshopify.com,Casepack,casepack.ca,bulk,cookies_bulk,4,0,13,true,1999,6299,,Nestle Crunch Cookie Biscuit 100G | Case of 20 | Bulk Candy & Chocolate | Peanut Snaps 30G | Case of 25 | Bulk Cookies & Biscuits | Gullon Biscuits Maria Cookies 600G | Case of 10 | Bulk Cookies & Biscuits
boutique-le-chevalier.myshopify.com,Boutique Le Chevalier,boutiquelechevalier.com,price,favors_under_25,4,0,13,true,24,24,Title (2),Soul Seizer // Ghastly Haunting [Dark Ascension] | Jasmine Seer [Urza's Destiny] | Stoic Ephemera [Dissension]
lauries-red-pantry.myshopify.com,23sweets,23sweets.com,personalization,cookies_custom,3,3,13,true,500,31000,Flavour of cookie (1); Flavour (1),"Cookies, Elf cookies with names, personalised cookies, sugar cookies, 1 custom cookie | JESSICA CUSTOM COOKIE ORDER , 1 dozen custom cookies | MARIA: Custom order just for you"
mcgpqm-hf.myshopify.com,Wild Touch Engraving,www.wildtouchengraving.com,personalization,coasters_engraved,3,3,13,true,1600,2999,Shape (3),Personalized Engraved Slate Coasters – Set of 4 | Personalized Engraved Wood Coasters – Set of 4 | Personalized Engraved Cork Coasters – Set of 4
poshbagboutique.myshopify.com,Poshbag Boutique,poshbagboutique.myshopify.com,personalization,totes_monogram,3,3,13,true,210000,255000,,Carry It Monogram Canvas Tote Bag | Neverfull GM Monogram Canvas Bag with Pouch | Monogram Neverfull MM Tote Bag with Pouch & Pivoine Interior
mine-yours-co.myshopify.com,Mine & Yours,www.mineandyours.com,personalization,totes_monogram,3,2,13,true,209500,375000,,Louis Vuitton Cream Monogram Empreinte Leather OnTheGo GM Tote | Goyard Black/Brown Coated Canvas Goyardine St. Louis PM Tote Bag with Pouch | Goyard Grey Goyardine Artois Tote MM
barrys-jewellers.myshopify.com,Barry's Jewellers,barrysjewellers.com,personalization,totes_monogram,3,3,13,true,95000,210000,,Carry It Monogram Canvas Tote Bag | Monogram Sac Shopper Tote | Bree Small Monogram Canvas Tote Bag
once-more-luxury.myshopify.com,Once More Luxury,oncemoreluxury.com,personalization,totes_monogram,3,3,13,true,158000,215000,,Louis Vuitton Monogram Neverfull GM with Pouch | Louis Vuitton Monogram Canvas Carry It Tote | Louis Vuitton Monogram Flandrin Tote Bag
jd44y5-1s.myshopify.com,DEZZINER,dezziner.com,personalization,totes_monogram,3,3,13,true,319800,528400,,Louis Vuitton Empreinte Monogram Giant Broderies OnTheGo MM Tote Bag - White | Louis Vuitton Empreinte Monogram Giant Neverfull MM Tote Bag - Cognac | Louis Vuitton Empreinte Monogram Giant Broderies OnTheGo MM Tote Bag - Light Brown
vancouver-best-cookies.myshopify.com,Vancouver Best Cookies,www.vancouverbestcookies.com,dietary,cookies_vegan; cookies_gf,3,0,13,true,3699,3999,,Vegan Cookie Master Sampler | Gluten Free Cookie Master Sampler | Subscription- Gluten Free Assorted
ec4542.myshopify.com,Whisked Away,www.whiskedaway.ca,dietary,cookies_vegan,3,0,13,true,600,600,,Vegan Semi-Sweet Chocolate Chip Cookie | Vegan Lemon Macadamia and White Chocolate Chip Cookie | Vegan Salted Caramel and Dark Chocolate Chip Cookie
organic-grocer-bc.myshopify.com,Aura Natural Market,www.auramarket.ca,dietary,cookies_vegan; cookies_gf,3,0,13,true,1049,1069,,"Nowhere Bakery The Choc Chip Cookie – Plant-Based, Gluten-Free Soft-Baked Cookie (60g) | Tate's Bake Shop Gluten Free Chocolate Chip Cookies 198g | Nowhere Bakery The Choc Chip Cookie – Plant-Based, Gluten-Free Soft-Baked Cookie (60g)"
danashortt.myshopify.com,Dana Shortt Gourmet and Gifts,shop.danashortt.com,dietary,cookies_gf; chocolate_nutfree,3,0,13,true,948,11298,,Cookie it Up - Gluten Free Butterscotch Cookies (CI0495) (C12) | Cookie it Up - Gluten Free Chocolate Chip Cookies (CI0433) (C12) | Reids - Best of Reids Box
wrap-artist-baskets.myshopify.com,Wrap Artist Baskets,www.wrapartistbaskets.ca,occasion,corporate,3,1,13,true,5000,6495,,Welcome! | The VIP Experience | The Stress Buster
